day,dose_rate_mGy_day,ros_norm,mito_integrity,atp_proxy,fast_excitability_delta,slow_mito_atp_suppression,excitability_ratio,ltp_proxy,structural_neural_integrity_proxy,scenario,shield_mm_Al
45.0,4965.666666666667,7.231709040727567,0.0,0.0,0.041863802313850104,1.4891395982840836,0.0,0.0,0.0,LEO_ISS_like,0.05
46.0,4965.666666666667,7.231709040727585,0.0018296083472930285,0.00043269642458750284,0.04186380231385012,1.4884952529041944,0.0,0.0,0.0,LEO_ISS_like,0.05
47.0,4965.666666666667,7.231709040727594,0.0,0.0,0.04186380231385012,1.4891395982840836,0.0,0.0,0.0,LEO_ISS_like,0.05
48.0,4965.666666666667,7.2317090407275995,0.0018296083472930285,0.00043269642458750284,0.04186380231385012,1.4884952529041944,0.0,0.0,0.0,LEO_ISS_like,0.05
49.0,4965.666666666667,7.231709040727601,0.0,0.0,0.041863802313850125,1.4891395982840836,0.0,0.0,0.0,LEO_ISS_like,0.05
50.0,4965.666666666667,7.231709040727603,0.0018296083472930285,0.00043269642458750284,0.04186380231385012,1.4884952529041944,0.0,0.0,0.0,LEO_ISS_like,0.05
51.0,4965.666666666667,7.231709040727603,0.0,0.0,0.04186380231385012,1.4891395982840836,0.0,0.0,0.0,LEO_ISS_like,0.05
52.0,4965.666666666667,7.231709040727603,0.0018296083472930285,0.00043269642458750284,0.04186380231385012,1.4884952529041944,0.0,0.0,0.0,LEO_ISS_like,0.05
53.0,4965.666666666667,7.231709040727603,0.0,0.0,0.04186380231385012,1.4891395982840836,0.0,0.0,0.0,LEO_ISS_like,0.05
54.0,4965.666666666667,7.231709040727603,0.0018296083472930285,0.00043269642458750284,0.04186380231385012,1.4884952529041944,0.0,0.0,0.0,LEO_ISS_like,0.05
55.0,4965.666666666667,7.231709040727603,0.0,0.0,0.04186380231385012,1.4891395982840836,0.0,0.0,0.0,LEO_ISS_like,0.05
56.0,4965.666666666667,7.231709040727603,0.0018296083472930285,0.00043269642458750284,0.04186380231385012,1.4884952529041944,0.0,0.0,0.0,LEO_ISS_like,0.05
57.0,4965.666666666667,7.231709040727603,0.0,0.0,0.04186380231385012,1.4891395982840836,0.0,0.0,0.0,LEO_ISS_like,0.05
58.0,4965.666666666667,7.231709040727603,0.0018296083472930285,0.00043269642458750284,0.04186380231385012,1.4884952529041944,0.0,0.0,0.0,LEO_ISS_like,0.05
59.0,4965.666666666667,7.231709040727603,0.0,0.0,0.04186380231385012,1.4891395982840836,0.0,0.0,0.0,LEO_ISS_like,0.05
60.0,4965.666666666667,7.231709040727603,0.0018296083472930285,0.00043269642458750284,0.04186380231385012,1.4884952529041944,0.0,0.0,0.0,LEO_ISS_like,0.05
61.0,4965.666666666667,7.231709040727603,0.0,0.0,0.04186380231385012,1.4891395982840836,0.0,0.0,0.0,LEO_ISS_like,0.05
62.0,4965.666666666667,7.231709040727603,0.0018296083472930285,0.00043269642458750284,0.04186380231385012,1.4884952529041944,0.0,0.0,0.0,LEO_ISS_like,0.05
