scenario,shield_mm_Al,day,dose_rate_mGy_day,ros_norm_R,mitochondrial_integrity_M,fast_redox_channel_stress,slow_mito_pump_stress,neural_risk_proxy_0to1
VAB_RBSP_like,1.0,44,140016.6666666667,0.8,0.6164116619803476,0.8,0.3835883380196524,0.5501530028117915
VAB_RBSP_like,1.0,45,140016.6666666667,0.8,0.6101654870506423,0.8,0.38983451294935767,0.5539007077696146
VAB_RBSP_like,1.0,46,140016.6666666667,0.8,0.6040130047448827,0.8,0.39598699525511727,0.5575921971530704
VAB_RBSP_like,1.0,47,140016.6666666667,0.8,0.5979528096737095,0.8,0.40204719032629055,0.5612283141957743
VAB_RBSP_like,1.0,48,140016.6666666667,0.8,0.5919835175286038,0.8,0.4080164824713962,0.5648098894828377
VAB_RBSP_like,1.0,49,140016.6666666667,0.8,0.5861037647656747,0.8,0.4138962352343253,0.5683377411405952
VAB_RBSP_like,1.0,50,140016.6666666667,0.8,0.5803122082941896,0.8,0.4196877917058104,0.5718126750234862
VAB_RBSP_like,1.0,51,140016.6666666667,0.8,0.5746075251697768,0.8,0.42539247483022324,0.575235484898134
VAB_RBSP_like,1.0,52,140016.6666666667,0.8,0.5689884122922301,0.8,0.4310115877077699,0.578606952624662
VAB_RBSP_like,1.0,53,140016.6666666667,0.8,0.5634535861078466,0.8,0.43654641389215343,0.5819278483352921
VAB_RBSP_like,1.0,54,140016.6666666667,0.8,0.5580017823162289,0.8,0.4419982176837711,0.5851989306102627
VAB_RBSP_like,1.0,55,140016.6666666667,0.8,0.5526317555814855,0.8,0.4473682444185145,0.5884209466511088
VAB_RBSP_like,1.0,56,140016.6666666667,0.8,0.5473422792477632,0.8,0.45265772075223676,0.5915946324513421
VAB_RBSP_like,1.0,57,140016.6666666667,0.8,0.5421321450590468,0.8,0.45786785494095317,0.594720712964572
VAB_RBSP_like,1.0,58,140016.6666666667,0.8,0.5370001628831611,0.8,0.4629998371168389,0.5977999022701034
VAB_RBSP_like,1.0,59,140016.6666666667,0.8,0.5319451604399137,0.8,0.4680548395600863,0.6008329037360518
VAB_RBSP_like,1.0,60,140016.6666666667,0.8,0.526965983033315,0.8,0.473034016966685,0.6038204101800111
VAB_RBSP_like,1.0,61,140016.6666666667,0.8,0.5220614932878153,0.8,0.47793850671218474,0.6067631040273109
VAB_RBSP_like,1.0,62,140016.6666666667,0.8,0.517230570888498,0.8,0.482769429111502,0.6096616574669013
VAB_RBSP_like,1.0,63,140016.6666666667,0.8,0.5124721123251705,0.8,0.48752788767482946,0.6125167326048977
VAB_RBSP_like,1.0,64,140016.6666666667,0.8,0.507785030640293,0.8,0.492214969359707,0.6153289816158243
VAB_RBSP_like,1.0,65,140016.6666666667,0.8,0.5031682551806886,0.8,0.49683174481931136,0.6180990468915868
VAB_RBSP_like,1.0,66,140016.6666666667,0.8,0.4986207313529783,0.8,0.5013792686470218,0.620827561188213
VAB_RBSP_like,1.0,67,140016.6666666667,0.8,0.4941414203826836,0.8,0.5058585796173164,0.62351514777039
VAB_RBSP_like,1.0,68,140016.6666666667,0.8,0.48972929907694335,0.8,0.5102707009230567,0.6261624205538341
VAB_RBSP_like,1.0,69,140016.6666666667,0.8,0.4853833595907892,0.8,0.5146166404092107,0.6287699842455265
VAB_RBSP_like,1.0,70,140016.6666666667,0.8,0.4811026091969274,0.8,0.5188973908030726,0.6313384344818436
VAB_RBSP_like,1.0,71,140016.6666666667,0.8,0.4768860700589735,0.8,0.5231139299410266,0.633868357964616
VAB_RBSP_like,1.0,72,140016.6666666667,0.8,0.4727327790080889,0.8,0.5272672209919111,0.6363603325951468
VAB_RBSP_like,1.0,73,140016.6666666667,0.8,0.4686417873229676,0.8,0.5313582126770324,0.6388149276062195
VAB_RBSP_like,1.0,74,140016.6666666667,0.8,0.46461216051312304,0.8,0.535387839486877,0.6412327036921261
VAB_RBSP_like,1.0,75,140016.6666666667,0.8,0.4606429781054262,0.8,0.5393570218945738,0.6436142131367444
VAB_RBSP_like,1.0,76,140016.6666666667,0.8,0.4567333334338448,0.8,0.5432666665661552,0.6459599999396932
VAB_RBSP_like,1.0,77,140016.6666666667,0.8,0.45288233343233714,0.8,0.5471176665676629,0.6482705999405978
VAB_RBSP_like,1.0,78,140016.6666666667,0.8,0.4490890984308521,0.8,0.5509109015691479,0.6505465409414888
VAB_RBSP_like,1.0,79,140016.6666666667,0.8,0.44535276195438933,0.8,0.5546472380456107,0.6527883428273664
VAB_RBSP_like,1.0,80,140016.6666666667,0.8,0.44167247052507347,0.8,0.5583275294749266,0.6549965176849559
VAB_RBSP_like,1.0,81,140016.6666666667,0.8,0.43804738346719735,0.8,0.5619526165328026,0.6571715699196816
